caller	callee	line	kind
apps/worker/main.py	packages/persistence/database.py	18	static-import
migrations/env.py	packages/persistence/schema.py	12	static-import
packages/adapters/broker/__init__.py	packages/adapters/broker/alpaca_paper.py	3	static-import
packages/adapters/broker/__init__.py	packages/adapters/broker/alpaca_paper_account_activities.py	18	static-import
packages/adapters/broker/__init__.py	packages/adapters/broker/alpaca_paper_account_activity_comparison.py	43	static-import
packages/adapters/broker/__init__.py	packages/adapters/broker/alpaca_paper_account_assets.py	54	static-import
packages/adapters/broker/__init__.py	packages/adapters/broker/alpaca_paper_budget.py	79	static-import
packages/adapters/broker/__init__.py	packages/adapters/broker/alpaca_paper_inbox.py	85	static-import
packages/adapters/broker/__init__.py	packages/adapters/broker/alpaca_paper_ingress.py	91	static-import
packages/adapters/broker/__init__.py	packages/adapters/broker/alpaca_paper_observations.py	105	static-import
packages/adapters/broker/__init__.py	packages/adapters/broker/alpaca_paper_order_snapshot_comparison.py	118	static-import
packages/adapters/broker/__init__.py	packages/adapters/broker/alpaca_paper_order_snapshots.py	129	static-import
packages/adapters/broker/__init__.py	packages/adapters/broker/alpaca_paper_position_snapshot_comparison.py	148	static-import
packages/adapters/broker/__init__.py	packages/adapters/broker/alpaca_paper_positions.py	159	static-import
packages/adapters/broker/__init__.py	packages/adapters/broker/alpaca_paper_preflight.py	177	static-import
packages/adapters/broker/__init__.py	packages/adapters/broker/alpaca_paper_reconciliation.py	188	static-import
packages/adapters/broker/__init__.py	packages/adapters/broker/etrade_oauth.py	268	static-import
packages/adapters/broker/alpaca_paper.py	packages/domain/models.py	20	static-import
packages/adapters/broker/alpaca_paper.py	packages/domain/submission_attempt.py	21	static-import
packages/adapters/broker/alpaca_paper_account_activities.py	packages/adapters/broker/alpaca_paper.py	26	static-import
packages/adapters/broker/alpaca_paper_account_activities.py	packages/adapters/broker/alpaca_paper_budget.py	37	static-import
packages/adapters/broker/alpaca_paper_account_activities.py	packages/domain/broker_ingress.py	41	static-import
packages/adapters/broker/alpaca_paper_account_activities.py	packages/domain/models.py	54	static-import
packages/adapters/broker/alpaca_paper_account_activity_comparison.py	packages/adapters/broker/alpaca_paper.py	18	static-import
packages/adapters/broker/alpaca_paper_account_activity_comparison.py	packages/adapters/broker/alpaca_paper_account_activities.py	23	static-import
packages/adapters/broker/alpaca_paper_account_activity_runtime.py	packages/adapters/broker/alpaca_paper.py	25	static-import
packages/adapters/broker/alpaca_paper_account_activity_runtime.py	packages/adapters/broker/alpaca_paper_account_activities.py	32	static-import
packages/adapters/broker/alpaca_paper_account_activity_runtime.py	packages/adapters/broker/alpaca_paper_account_runtime.py	43	static-import
packages/adapters/broker/alpaca_paper_account_activity_runtime.py	packages/adapters/broker/alpaca_paper_budget.py	55	static-import
packages/adapters/broker/alpaca_paper_account_activity_runtime.py	packages/domain/account_coordinator.py	58	static-import
packages/adapters/broker/alpaca_paper_account_activity_runtime.py	packages/domain/broker_ingress.py	63	static-import
packages/adapters/broker/alpaca_paper_account_activity_runtime.py	packages/domain/clock.py	73	static-import
packages/adapters/broker/alpaca_paper_account_activity_runtime.py	packages/domain/models.py	75	static-import
packages/adapters/broker/alpaca_paper_account_assets.py	packages/adapters/broker/alpaca_paper.py	23	static-import
packages/adapters/broker/alpaca_paper_account_assets.py	packages/domain/models.py	34	static-import
packages/adapters/broker/alpaca_paper_account_runtime.py	packages/adapters/broker/alpaca_paper.py	27	static-import
packages/adapters/broker/alpaca_paper_account_runtime.py	packages/adapters/broker/alpaca_paper_account_assets.py	35	static-import
packages/adapters/broker/alpaca_paper_account_runtime.py	packages/adapters/broker/alpaca_paper_budget.py	39	static-import
packages/adapters/broker/alpaca_paper_account_runtime.py	packages/adapters/broker/alpaca_paper_ingress.py	44	static-import
packages/adapters/broker/alpaca_paper_account_runtime.py	packages/domain/account_coordinator.py	48	static-import
packages/adapters/broker/alpaca_paper_account_runtime.py	packages/domain/broker_ingress.py	53	static-import
packages/adapters/broker/alpaca_paper_account_runtime.py	packages/domain/clock.py	66	static-import
packages/adapters/broker/alpaca_paper_account_runtime.py	packages/domain/models.py	68	static-import
packages/adapters/broker/alpaca_paper_asset_runtime.py	packages/adapters/broker/alpaca_paper.py	21	static-import
packages/adapters/broker/alpaca_paper_asset_runtime.py	packages/adapters/broker/alpaca_paper_account_assets.py	30	static-import
packages/adapters/broker/alpaca_paper_asset_runtime.py	packages/adapters/broker/alpaca_paper_account_runtime.py	38	static-import
packages/adapters/broker/alpaca_paper_asset_runtime.py	packages/adapters/broker/alpaca_paper_budget.py	50	static-import
packages/adapters/broker/alpaca_paper_asset_runtime.py	packages/adapters/broker/alpaca_paper_ingress.py	55	static-import
packages/adapters/broker/alpaca_paper_asset_runtime.py	packages/domain/account_coordinator.py	59	static-import
packages/adapters/broker/alpaca_paper_asset_runtime.py	packages/domain/broker_ingress.py	64	static-import
packages/adapters/broker/alpaca_paper_asset_runtime.py	packages/domain/clock.py	77	static-import
packages/adapters/broker/alpaca_paper_asset_runtime.py	packages/domain/models.py	79	static-import
packages/adapters/broker/alpaca_paper_budget.py	packages/adapters/broker/alpaca_paper.py	15	static-import
packages/adapters/broker/alpaca_paper_inbox.py	packages/adapters/broker/alpaca_paper.py	11	static-import
packages/adapters/broker/alpaca_paper_inbox.py	packages/domain/broker_inbox.py	15	static-import
packages/adapters/broker/alpaca_paper_inbox.py	packages/domain/broker_reconciliation.py	23	static-import
packages/adapters/broker/alpaca_paper_ingress.py	packages/adapters/broker/alpaca_paper.py	8	static-import
packages/adapters/broker/alpaca_paper_ingress.py	packages/adapters/broker/alpaca_paper_account_assets.py	12	static-import
packages/adapters/broker/alpaca_paper_ingress.py	packages/adapters/broker/alpaca_paper_observations.py	21	static-import
packages/adapters/broker/alpaca_paper_ingress.py	packages/domain/broker_ingress.py	27	static-import
packages/adapters/broker/alpaca_paper_lookup_runtime.py	packages/adapters/broker/alpaca_paper.py	25	static-import
packages/adapters/broker/alpaca_paper_lookup_runtime.py	packages/adapters/broker/alpaca_paper_account_runtime.py	33	static-import
packages/adapters/broker/alpaca_paper_lookup_runtime.py	packages/adapters/broker/alpaca_paper_asset_runtime.py	45	static-import
packages/adapters/broker/alpaca_paper_lookup_runtime.py	packages/adapters/broker/alpaca_paper_budget.py	48	static-import
packages/adapters/broker/alpaca_paper_lookup_runtime.py	packages/adapters/broker/alpaca_paper_ingress.py	53	static-import
packages/adapters/broker/alpaca_paper_lookup_runtime.py	packages/adapters/broker/alpaca_paper_observations.py	58	static-import
packages/adapters/broker/alpaca_paper_lookup_runtime.py	packages/domain/account_coordinator.py	64	static-import
packages/adapters/broker/alpaca_paper_lookup_runtime.py	packages/domain/broker_ingress.py	69	static-import
packages/adapters/broker/alpaca_paper_lookup_runtime.py	packages/domain/clock.py	85	static-import
packages/adapters/broker/alpaca_paper_lookup_runtime.py	packages/domain/models.py	87	static-import
packages/adapters/broker/alpaca_paper_lookup_runtime.py	packages/domain/submission_attempt.py	88	static-import
packages/adapters/broker/alpaca_paper_observations.py	packages/adapters/broker/alpaca_paper.py	23	static-import
packages/adapters/broker/alpaca_paper_observations.py	packages/domain/models.py	38	static-import
packages/adapters/broker/alpaca_paper_order_snapshot_comparison.py	packages/adapters/broker/alpaca_paper.py	18	static-import
packages/adapters/broker/alpaca_paper_order_snapshot_comparison.py	packages/adapters/broker/alpaca_paper_order_snapshots.py	19	static-import
packages/adapters/broker/alpaca_paper_order_snapshot_runtime.py	packages/adapters/broker/alpaca_paper.py	23	static-import
packages/adapters/broker/alpaca_paper_order_snapshot_runtime.py	packages/adapters/broker/alpaca_paper_account_runtime.py	30	static-import
packages/adapters/broker/alpaca_paper_order_snapshot_runtime.py	packages/adapters/broker/alpaca_paper_budget.py	42	static-import
packages/adapters/broker/alpaca_paper_order_snapshot_runtime.py	packages/adapters/broker/alpaca_paper_order_snapshots.py	45	static-import
packages/adapters/broker/alpaca_paper_order_snapshot_runtime.py	packages/domain/account_coordinator.py	56	static-import
packages/adapters/broker/alpaca_paper_order_snapshot_runtime.py	packages/domain/broker_ingress.py	61	static-import
packages/adapters/broker/alpaca_paper_order_snapshot_runtime.py	packages/domain/clock.py	71	static-import
packages/adapters/broker/alpaca_paper_order_snapshot_runtime.py	packages/domain/models.py	73	static-import
packages/adapters/broker/alpaca_paper_order_snapshots.py	packages/adapters/broker/alpaca_paper.py	22	static-import
packages/adapters/broker/alpaca_paper_order_snapshots.py	packages/adapters/broker/alpaca_paper_budget.py	31	static-import
packages/adapters/broker/alpaca_paper_order_snapshots.py	packages/adapters/broker/alpaca_paper_observations.py	35	static-import
packages/adapters/broker/alpaca_paper_order_snapshots.py	packages/domain/broker_ingress.py	40	static-import
packages/adapters/broker/alpaca_paper_order_snapshots.py	packages/domain/models.py	53	static-import
packages/adapters/broker/alpaca_paper_position_snapshot_comparison.py	packages/adapters/broker/alpaca_paper.py	17	static-import
packages/adapters/broker/alpaca_paper_position_snapshot_comparison.py	packages/adapters/broker/alpaca_paper_positions.py	21	static-import
packages/adapters/broker/alpaca_paper_position_snapshot_runtime.py	packages/adapters/broker/alpaca_paper.py	25	static-import
packages/adapters/broker/alpaca_paper_position_snapshot_runtime.py	packages/adapters/broker/alpaca_paper_account_runtime.py	32	static-import
packages/adapters/broker/alpaca_paper_position_snapshot_runtime.py	packages/adapters/broker/alpaca_paper_budget.py	44	static-import
packages/adapters/broker/alpaca_paper_position_snapshot_runtime.py	packages/adapters/broker/alpaca_paper_positions.py	49	static-import
packages/adapters/broker/alpaca_paper_position_snapshot_runtime.py	packages/domain/account_coordinator.py	56	static-import
packages/adapters/broker/alpaca_paper_position_snapshot_runtime.py	packages/domain/broker_ingress.py	61	static-import
packages/adapters/broker/alpaca_paper_position_snapshot_runtime.py	packages/domain/clock.py	71	static-import
packages/adapters/broker/alpaca_paper_position_snapshot_runtime.py	packages/domain/models.py	73	static-import
packages/adapters/broker/alpaca_paper_positions.py	packages/adapters/broker/alpaca_paper.py	25	static-import
packages/adapters/broker/alpaca_paper_positions.py	packages/adapters/broker/alpaca_paper_account_assets.py	33	static-import
packages/adapters/broker/alpaca_paper_positions.py	packages/domain/broker_ingress.py	37	static-import
packages/adapters/broker/alpaca_paper_positions.py	packages/domain/models.py	46	static-import
packages/adapters/broker/alpaca_paper_preflight.py	packages/adapters/broker/alpaca_paper.py	16	static-import
packages/adapters/broker/alpaca_paper_preflight.py	packages/adapters/broker/alpaca_paper_account_assets.py	22	static-import
packages/adapters/broker/alpaca_paper_preflight.py	packages/adapters/broker/alpaca_paper_budget.py	26	static-import
packages/adapters/broker/alpaca_paper_preflight.py	packages/adapters/broker/alpaca_paper_ingress.py	31	static-import
packages/adapters/broker/alpaca_paper_preflight.py	packages/domain/account_coordinator.py	35	static-import
packages/adapters/broker/alpaca_paper_preflight.py	packages/domain/batch_risk.py	36	static-import
packages/adapters/broker/alpaca_paper_preflight.py	packages/domain/models.py	54	static-import
packages/adapters/broker/alpaca_paper_preflight.py	packages/domain/submission_attempt.py	55	static-import
packages/adapters/broker/alpaca_paper_reconciliation.py	packages/adapters/broker/alpaca_paper.py	11	static-import
packages/adapters/broker/alpaca_paper_reconciliation.py	packages/adapters/broker/alpaca_paper_ingress.py	16	static-import
packages/adapters/broker/alpaca_paper_reconciliation.py	packages/adapters/broker/alpaca_paper_lookup_runtime.py	21	static-import
packages/adapters/broker/alpaca_paper_reconciliation.py	packages/adapters/broker/alpaca_paper_observations.py	25	static-import
packages/adapters/broker/alpaca_paper_reconciliation.py	packages/domain/broker_reconciliation.py	30	static-import
packages/adapters/trusted_time/__init__.py	packages/adapters/trusted_time/chrony_nts.py	3	static-import
packages/adapters/trusted_time/__init__.py	packages/adapters/trusted_time/ed25519_anchor.py	13	static-import
packages/adapters/trusted_time/__init__.py	packages/adapters/trusted_time/supabase_storage_anchor.py	20	static-import
packages/adapters/trusted_time/_lifecycle_v2_artifact_store.py	packages/adapters/trusted_time/_owned_file_descriptor.py	18	static-import
packages/adapters/trusted_time/_lifecycle_v2_artifact_store.py	packages/domain/trusted_time_graceful_stop_v2.py	34	static-import
packages/adapters/trusted_time/_lifecycle_v2_artifact_store.py	packages/persistence/trusted_time_graceful_stop_v2.py	38	static-import
packages/adapters/trusted_time/chrony_nts.py	packages/application/trusted_time_monitor.py	29	static-import
packages/adapters/trusted_time/ed25519_graceful_stop_operator_attestation.py	packages/domain/trusted_time_post_enrollment_graceful_stop_operator_attestation.py	19	static-import
packages/adapters/trusted_time/ed25519_graceful_stop_operator_attestation.py	packages/domain/trusted_time_post_enrollment_graceful_stop_operator_authority.py	28	static-import
packages/adapters/trusted_time/ed25519_operator_attestation.py	packages/domain/trusted_time_post_enrollment_operator_attestation.py	17	static-import
packages/adapters/trusted_time/ed25519_operator_attestation.py	packages/domain/trusted_time_post_enrollment_operator_authority.py	26	static-import
packages/adapters/trusted_time/graceful_stop_v2_ed25519.py	packages/domain/trusted_time_graceful_stop_v2.py	20	static-import
packages/adapters/trusted_time/graceful_stop_v2_ed25519.py	packages/domain/trusted_time_graceful_stop_v2_recovery.py	39	static-import
packages/adapters/trusted_time/graceful_stop_v2_ed25519.py	packages/domain/trusted_time_graceful_stop_v2_terminal.py	46	static-import
packages/adapters/trusted_time/graceful_stop_v2_ed25519.py	packages/domain/trusted_time_graceful_stop_v2_transport.py	52	static-import
packages/adapters/trusted_time/graceful_stop_v2_reauthentication.py	packages/domain/trusted_time_graceful_stop_v2.py	17	static-import
packages/adapters/trusted_time/graceful_stop_v2_reauthentication.py	packages/domain/trusted_time_graceful_stop_v2_lifecycle_semantics.py	18	static-import
packages/adapters/trusted_time/graceful_stop_v2_reauthentication.py	packages/domain/trusted_time_graceful_stop_v2_reauthentication.py	21	static-import
packages/adapters/trusted_time/graceful_stop_v2_reauthentication.py	scripts/trusted_time_post_enrollment_clean_stop_terminal_reauthentication.py	31	static-import
packages/adapters/trusted_time/supabase_storage_anchor.py	packages/application/trusted_time_head_anchor.py	18	static-import
packages/application/alpaca_paper_account_activity_comparison.py	packages/adapters/broker/alpaca_paper_account_activities.py	21	static-import
packages/application/alpaca_paper_account_activity_comparison.py	packages/adapters/broker/alpaca_paper_account_activity_comparison.py	25	static-import
packages/application/alpaca_paper_account_activity_comparison.py	packages/adapters/broker/alpaca_paper_account_activity_runtime.py	37	static-import
packages/application/alpaca_paper_account_activity_comparison.py	packages/domain/account_coordinator.py	44	static-import
packages/application/alpaca_paper_account_activity_supervisor.py	packages/adapters/broker/alpaca_paper_account_activities.py	19	static-import
packages/application/alpaca_paper_account_activity_supervisor.py	packages/adapters/broker/alpaca_paper_account_activity_comparison.py	24	static-import
packages/application/alpaca_paper_account_activity_supervisor.py	packages/adapters/broker/alpaca_paper_account_activity_runtime.py	28	static-import
packages/application/alpaca_paper_account_activity_supervisor.py	packages/application/alpaca_paper_account_activity_comparison.py	34	static-import
packages/application/alpaca_paper_account_activity_supervisor.py	packages/domain/account_coordinator.py	42	static-import
packages/application/alpaca_paper_account_activity_supervisor.py	packages/domain/clock.py	44	static-import
packages/application/alpaca_paper_account_activity_supervisor.py	packages/domain/models.py	46	static-import
packages/application/alpaca_paper_order_snapshot_comparison.py	packages/adapters/broker/alpaca_paper_order_snapshot_comparison.py	19	static-import
packages/application/alpaca_paper_order_snapshot_comparison.py	packages/adapters/broker/alpaca_paper_order_snapshot_runtime.py	31	static-import
packages/application/alpaca_paper_order_snapshot_comparison.py	packages/adapters/broker/alpaca_paper_order_snapshots.py	37	static-import
packages/application/alpaca_paper_order_snapshot_comparison.py	packages/domain/account_coordinator.py	41	static-import
packages/application/alpaca_paper_order_view_runtime.py	packages/adapters/broker/alpaca_paper_order_snapshot_runtime.py	23	static-import
packages/application/alpaca_paper_order_view_runtime.py	packages/adapters/broker/alpaca_paper_order_snapshots.py	33	static-import
packages/application/alpaca_paper_order_view_runtime.py	packages/application/alpaca_paper_order_view_supervisor.py	37	static-import
packages/application/alpaca_paper_order_view_runtime.py	packages/application/alpaca_paper_order_view_transition.py	48	static-import
packages/application/alpaca_paper_order_view_runtime.py	packages/domain/account_coordinator.py	58	static-import
packages/application/alpaca_paper_order_view_runtime.py	packages/domain/clock.py	65	static-import
packages/application/alpaca_paper_order_view_runtime.py	packages/domain/models.py	67	static-import
packages/application/alpaca_paper_order_view_supervisor.py	packages/adapters/broker/alpaca_paper_order_snapshot_comparison.py	22	static-import
packages/application/alpaca_paper_order_view_supervisor.py	packages/adapters/broker/alpaca_paper_order_snapshot_runtime.py	25	static-import
packages/application/alpaca_paper_order_view_supervisor.py	packages/adapters/broker/alpaca_paper_order_snapshots.py	32	static-import
packages/application/alpaca_paper_order_view_supervisor.py	packages/application/alpaca_paper_order_snapshot_comparison.py	38	static-import
packages/application/alpaca_paper_order_view_supervisor.py	packages/domain/account_coordinator.py	46	static-import
packages/application/alpaca_paper_order_view_supervisor.py	packages/domain/clock.py	48	static-import
packages/application/alpaca_paper_order_view_supervisor.py	packages/domain/models.py	50	static-import
packages/application/alpaca_paper_order_view_transition.py	packages/adapters/broker/alpaca_paper_order_snapshot_comparison.py	17	static-import
packages/application/alpaca_paper_order_view_transition.py	packages/adapters/broker/alpaca_paper_order_snapshot_runtime.py	20	static-import
packages/application/alpaca_paper_order_view_transition.py	packages/adapters/broker/alpaca_paper_order_snapshots.py	26	static-import
packages/application/alpaca_paper_order_view_transition.py	packages/domain/account_coordinator.py	32	static-import
packages/application/alpaca_paper_position_snapshot_comparison.py	packages/adapters/broker/alpaca_paper_position_snapshot_comparison.py	19	static-import
packages/application/alpaca_paper_position_snapshot_comparison.py	packages/adapters/broker/alpaca_paper_position_snapshot_runtime.py	28	static-import
packages/application/alpaca_paper_position_snapshot_comparison.py	packages/domain/account_coordinator.py	34	static-import
packages/application/alpaca_paper_position_view_runtime.py	packages/adapters/broker/alpaca_paper_position_snapshot_runtime.py	23	static-import
packages/application/alpaca_paper_position_view_runtime.py	packages/application/alpaca_paper_position_view_supervisor.py	32	static-import
packages/application/alpaca_paper_position_view_runtime.py	packages/application/alpaca_paper_position_view_transition.py	43	static-import
packages/application/alpaca_paper_position_view_runtime.py	packages/domain/account_coordinator.py	53	static-import
packages/application/alpaca_paper_position_view_runtime.py	packages/domain/clock.py	60	static-import
packages/application/alpaca_paper_position_view_runtime.py	packages/domain/models.py	62	static-import
packages/application/alpaca_paper_position_view_supervisor.py	packages/adapters/broker/alpaca_paper_position_snapshot_comparison.py	22	static-import
packages/application/alpaca_paper_position_view_supervisor.py	packages/adapters/broker/alpaca_paper_position_snapshot_runtime.py	26	static-import
packages/application/alpaca_paper_position_view_supervisor.py	packages/application/alpaca_paper_position_snapshot_comparison.py	33	static-import
packages/application/alpaca_paper_position_view_supervisor.py	packages/domain/account_coordinator.py	44	static-import
packages/application/alpaca_paper_position_view_supervisor.py	packages/domain/clock.py	46	static-import
packages/application/alpaca_paper_position_view_supervisor.py	packages/domain/models.py	48	static-import
packages/application/alpaca_paper_position_view_transition.py	packages/adapters/broker/alpaca_paper_position_snapshot_comparison.py	19	static-import
packages/application/alpaca_paper_position_view_transition.py	packages/adapters/broker/alpaca_paper_position_snapshot_runtime.py	22	static-import
packages/application/alpaca_paper_position_view_transition.py	packages/domain/account_coordinator.py	29	static-import
packages/application/alpaca_paper_reconciliation_normalization.py	packages/adapters/broker/alpaca_paper.py	13	static-import
packages/application/alpaca_paper_reconciliation_normalization.py	packages/adapters/broker/alpaca_paper_ingress.py	17	static-import
