path	sha256	disposition	owner	replacement_gate	selection
apps/trusted_time_supervisor/first_enrollment.py	1906c1ce5704bb5cdf1fecdab24fcc6401db46ad55249c7527fb72bf6bd1143a	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
apps/trusted_time_supervisor/head_anchor_attempt.py	49344ff0e144e00675d6ec2968c85aa44f6d5a39310be826e5bd68d4454ad6a5	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
apps/trusted_time_supervisor/head_anchor_config.py	696a96a20e8c6cf709f44ed4d600e36fc9a8d8cc23346b7f72798b0c793b111e	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
apps/trusted_time_supervisor/head_anchor_worker.py	bc636dbd665d8c7f2a64b6bfb899b60d13a78dbd008542d58e4b2da163acb55e	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
apps/trusted_time_supervisor/image_schema_contract.py	e0adf8b291ec545f6efd1337dc6570bfa5cc14dc7cd3f9e07487529f606a5323	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
apps/trusted_time_supervisor/main.py	1af199c70cd22328bfdda7580acce308bf6ea3a4ae81f482b9403426a76f1bcf	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
apps/trusted_time_supervisor/post_enrollment_read_probes.py	de9fdab71f3cb573ba87229108a5fd2edec10984d4a32a18e98fd6ef34edcdaf	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
apps/trusted_time_supervisor/post_enrollment_release.py	4f53cb7d41f9cf0694eef4936e575182258e61cd1b51e82792d2553791f24b1a	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
apps/trusted_time_supervisor/post_enrollment_runtime_state.py	921a010e1a7d16e0b51aa5f12f1e643861037a4abda5db673e6f9a9c9e560888	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
apps/trusted_time_supervisor/post_enrollment_sequence_two_ready.py	61cda72e33da6deeaff56e3f0c59dc887c48daef67cdc5099ceceff529b0ae5a	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
apps/trusted_time_supervisor/post_enrollment_start.py	09004a7c2dc35a365ded9c32e699c28ba045d68a6186e2e1f912a993d32b333c	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
apps/worker/main.py	8dc1b586e9c2f4593726bd59825c2ad06bc3f5bedad81e66fc9878c2e004099d	retain-consumer-migrate-time-or-schema-binding-if-needed	W1-runtime+W4-account+W5-operations	G-FIN+G-TIME	reverse-static-import-closure
build_support/build_native_admission_launcher.py	f00c7032284da5d06785f265a13c3209f4fa279f0d71b828e823a9ffa75283b3	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
build_support/build_native_test_launcher.py	3df9856443020d862da78993466cd7839c689b85f44c7c1daba91cacc279d7d7	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
build_support/build_trusted_time_v2_candidates.py	15b6ce2ea51728e92a4542905550f0544bbe268b48a4ade1f5fb39f4a485090a	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
build_support/build_trusted_time_v2_endpoint_test.py	66f136fbcbf337207477ee7b264bc51e11cb9f70775a45a5a9af2507044bbe8a	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
build_support/build_trusted_time_v2_linked_role_test.py	d8032727defa5e373db6f01b87675a6ada8cd294558a569b6241313fbd04c4e6	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
build_support/build_trusted_time_v2_profile_test.py	bd7197e9f92635133e7582e4fa045e35ae437aff42ec00838840c9209ed00dc3	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
build_support/exercise_trusted_time_v2_exact_candidates.py	4d3fe8ec4ce25e802dc0c7ff84c228cc560ee7f16cbcd3895badca13505c959d	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
build_support/install_native_admission_launcher.py	7e30e28f4277500a72d9519b3b06f8845ba06de87f2b28687f5b673a607a0886	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
build_support/native_image_manifest.py	cf88bd75700af2599a8685beb507673cf69490b47b76585060548507804b097c	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
build_support/native_owned_file_descriptor_hook.py	0ce45e4e1c52f992e248bb8efb3bf6dcae40988019eb483dac03d4d41bb349e0	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
build_support/qualify_trusted_time_v2_candidates.py	63b36ac8b9ca4b0a147e0098d747614ba258e6911af0cc1beb6e45ebb99be064	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
build_support/smoke_trusted_time_v2_sdist.py	aaa1befe00aa5c87c100e094878ff230ad4f54844cae33c89385765fb4aff66c	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
build_support/trusted_time_v2_candidate_execution.Dockerfile	721feb4c11c8090fecdb1ec571d771fdb620a0fb196bbf82df8ee20f63dd6b81	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
build_support/trusted_time_v2_candidate_import_roots/host/autoquant_trusted_time_v2_host_entry.py	38d6ab7188e68a0264e54a2c02ae95d59fd20c41e1bae8c03d896af2de17c507	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
build_support/trusted_time_v2_candidate_import_roots/recovery/autoquant_trusted_time_v2_recovery_entry.py	52603ec4f339cf763f6abf2f0bc5af301ac91985d48c03dc2362a6dfef4e061a	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
build_support/trusted_time_v2_candidate_import_roots/supervisor/autoquant_trusted_time_v2_supervisor_entry.py	011d16f44da2256a45d41f2eb31e7de0ac321e5e255299b053d89c91f4f10008	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
build_support/trusted_time_v2_seccomp_manifests.py	1d638323de09563045d69064cde34b8c0f148b3273bb4860c80d26b3b9cc3cc2	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
docs/ARCHITECTURE.md	b7aab5a560655277835789e3a63db68d06d9d1a6eef5a9040b848b5c82167d06	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/IMPLEMENTATION_PLAN.md	f04690d0272f5aceef7b6192dec589be59f640da4b566657f62d8c9dbdc30d23	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0044-authenticated-alpaca-paper-account-binding.md	7b1484d833f843184c39d718e0ac040447e57dbe6963713db92331906fb0515d	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0045-authenticated-alpaca-paper-asset-binding.md	68f2c17dbc06a6a28d61f2fa81bc54e14d9d3242ceaa991dfdd77d7c2179f43f	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0068-owner-approved-moderate-paper-risk-policy.md	2419b8130e52a5313a36da6de2ac0a4b97337b94fce5caa7079e62125cff4250	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0086-provider-neutral-trusted-time-monitor.md	80f4e0059d5231de972f1de92c66300d8eda921af02185a1f573f786bbd72313	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0088-fail-closed-paper-smoke-deployment-profile.md	1afcc76f5c0307f2475578b60a3f6f62e4849d943d7dedca125fb190437ad5c0	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0089-read-only-paper-account-enrollment-attestation.md	e0002275a76fb6ce9ac4ae424936cc818b7fb285910dc5734d50ae4d4292fdbb	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0090-durable-trusted-time-persistence-and-one-shot-supervision.md	da99e6d6277ab4c5d1eae8e121911d1896a456ded7675937c8d713d8581ca698	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0092-evidence-only-local-chrony-nts-trusted-time-supervision.md	429ed970c2a5c75aeec8b508fba7655afe1bf37cd2e496c41c4c3235a5c25086	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0093-system76-virginia-nts-authority-rotation.md	0eb4bafc5b54509f55d747dd8e876c43397937c95d4f4ea32ded248b044a844b	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0094-separate-supabase-signed-sparse-trusted-time-head-checkpoints.md	a3796d801b084c3a843334df9fb6f3fdd7ec7ec0f92ba30f3f9f8766c9349d14	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0095-dormant-provider-neutral-trusted-head-watchdog-state.md	bcf551461ede103a288d990d4d072732be975eb8ff0aeef0b18a30444d2237f4	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0096-etrade-live-broker-and-sandbox-qualification.md	c77c84a48f79efe3d55708e4516a5e78afbec89b64f2ab73f31915c59b0f6233	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0097-approval-bound-first-trusted-time-enrollment.md	ca0668d76c7b2644a0c5892c7245c375cd60b1423f3d98fab6ab42c582d385c6	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0098-canonical-post-enrollment-start-evidence-review.md	a41407e43268444601c83c0a2c8ac5d9f850853604db5fb0f1844a51011941dc	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0099-approval-bound-post-enrollment-start-and-graceful-stop.md	bf05a39690dd49f6e51e30e9bbd36578a07507aa69f68c78b2c8763b811dbb0b	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0100-post-enrollment-operator-public-key-provisioning.md	386f2f5f76b0d1d0d248da6e7047de79e5ba18eb9ea9687b5f9ec0d9521bf24e	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0101-inert-post-enrollment-operator-attestation-verification.md	46baa0c39034c048f39fde6fda764fc926aa40d28b3d46fedd459a891c52c749	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0102-offline-post-enrollment-operator-attestation-artifacts.md	6e84d2efc2f3f455ab4b6ec1259788b62b91abeb4889c7152fdf91c76ff3e18e	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0103-atomic-operator-attested-post-enrollment-execution-admission.md	26e9a2cd001fd14dd776411d96cb786010886366a8c61c1bf6a542ce4679f476	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0104-durable-non-authorizing-post-enrollment-graceful-stop-targeting.md	0b0de3dc1e67d22d7555808a0b112c23f8fb780a36ada0a4740cd9c4dc73049c	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0105-inert-post-enrollment-graceful-stop-operator-attestation.md	38148a6ec703fce9850be70855c6a1e91b52c550979f9e7e01e0b255b8b413a0	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0106-authenticated-historical-start-chain-graceful-stop-decision-candidate.md	53e48b2d0ef3c51debe2cff043359898b19637c691f9a2f17d03162749af0606	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0107-fail-closed-clean-stop-completion-invariant.md	c6ba9688883647a5dad6a166e1f82d5e5e043cd9633467dfd62afbd909d2c1cb	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0108-sealed-new-record-clean-stop-terminal-result.md	e6cc7a935c5837e29913838a4476bc760936f1d62102b1892250a4bc59a6a47c	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0109-code-only-clean-stop-terminal-reauthentication.md	75b42f54917fa247cfce568c546cfa2dc4bc9eeca308a6e7cb97d96d9f7752e4	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0110-dormant-durable-graceful-stop-lifecycle-repository.md	d47c4abdbffcbb5219819b00728fc4db60be208f1a147de0f4e0d3abdacbb1f7	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0111-dormant-operation-bound-clean-stop-supervisor-bridge.md	71e26a758ea2e69210d1b11a5629c995a82594d034eee9b0edce9c4afcdabc21	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0112-durable-graceful-stop-decision-artifact-receipt-reauthentication.md	37942528b2534bd144ef6c29594bdd59a29a3eea1198dd9844931d4e6c473b3a	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0116-fail-closed-replay-safe-graceful-stop-composition-ordering.md	9a28cca78a26f941e93c7c16f388d9454f673e7e101fa5d5d477551860b3d100	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0118-pure-etrade-oauth1-signing-and-supervised-session.md	c8d0a31ee4866cbd63fa84f38cf96c7c435de8d3cb4d7af311810125da4c265a	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0120-durable-etrade-oauth-replay-session-head.md	9f3e31eae79f550c35ed703fa912e7eda08db6447fd031368c16d57326be2f94	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0121-trusted-time-graceful-stop-lifecycle-v2-implementation-resolution.md	922197a9696abc091633cc9ff6f325a15cf41dcc88d82075dbb7a0ad5f0164bb	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0124-trusted-time-lifecycle-v2-milestone-one.md	2c4d8abd794cf19142d45e822f68cb3c466ff8d99c9dabbf69824a62e1a8173d	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0125-complete-injected-trusted-time-lifecycle-v2-milestone-one.md	3ace15815081900bbbb4e7ccaec74475a1d99a79acf0b25ee8c770d330efa007	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/0126-native-trusted-time-lifecycle-v2-milestone-two-owner-foundation.md	96f11b2a2d6945481d7f6b2f7e0e4a1bce315addeab76458246611bcbd2706ad	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/README.md	a1cc42006f2994d3df09a1b3461523a6f0edad4c0779abfc857c6b62c999f27f	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/adr/evidence/0092-source-authority-v1.json	356723c84e30478f18ad99f3cfef2ee65b3bdd3fc26936a7d5c9910fd1bcb3ab	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/runbooks/README.md	2ecf16bb90203878d224cd22c458d2a8f153b598105c6a0842579c769a68366c	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/runbooks/paper-smoke-deployment.md	72baa3f17a9dab6cd45552b0a7a157828b621159d2e3d965d3d5f3151ad8c80d	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
docs/runbooks/trusted-time-supervisor.md	754c2e0d6b92877f05a14675f34003764387a90033fde3440034713ead7cd63a	history-or-supporting-doc	orchestrator	G-DOC	lexical-or-native-seed
infra/architecture-boundaries.toml	061f2893d22d1955b740af7a6262612af3cafc8dfda1f6c39a549dc98ad06276	serialize-build-config-architecture-cutover	orchestrator+W1-runtime	G-BUILD+G-TEST	lexical-or-native-seed
infra/compose/trusted-time.compose.yaml	20e606dc964d21e979183ba16b172832b5219c76a157b3ce5d649abd98eb75a1	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/compose/trusted-time.defaults.env	8af278df8e466f898239424770a2f8a66a8c4713735eb521d8fb62e4d1e2bc82	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/docker/trusted-time.Dockerfile	02dd5132e0c0a4ada03c08ee6b5e57c333a7714ce6000584d43d399ba0c05756	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/docker/trusted-time.Dockerfile.dockerignore	248387fa9e91a06e8b617e997426eb745e145cc5077d2bc8ed9bc358071b81d9	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/trusted-time/chrony.conf	5b59d843624fa3b1a923804e44df96a7fbce3848380bf0d5a4b888072310fa23	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/trusted-time/graceful-stop-v2/seccomp/host.json	2c49e1e1c9851a295b8c4db57e9ccb1984e36040a89cb7cc3ed37f42fec92246	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/trusted-time/graceful-stop-v2/seccomp/provisioner.json	e28d411caba82975334853de5bc08a2f9a855a76dee33f01273963c975c85266	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/trusted-time/graceful-stop-v2/seccomp/recovery.json	597c2b935c1c68e16f678871b058c7665f42a24b01825383152d2da95185e70c	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/trusted-time/graceful-stop-v2/seccomp/supervisor.json	7fe8fdf146046025bc8ad84249fade89e23ed21163d9e588dc7968053a61a965	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/trusted-time/graceful-stop-v2/systemd/autoquant-trusted-time-graceful-stop-v2-host-provision.service	7f5adf8b294b418c1492eb84044eaa4230bd74708554a3009bae9cd2db6a96f0	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/trusted-time/graceful-stop-v2/systemd/autoquant-trusted-time-graceful-stop-v2-host.service	7f84bdd03d8e80e571f06d02fc91b427864c0647d522e2887f99c6ffc0c3fcd1	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/trusted-time/graceful-stop-v2/systemd/autoquant-trusted-time-graceful-stop-v2-recovery-provision.service	e8e02dfbdded2cdacea71d0d2205a7b43fd38ae07c27acad86dad0ae850f7093	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/trusted-time/graceful-stop-v2/systemd/autoquant-trusted-time-graceful-stop-v2-recovery.service	90aeb875aaea0d690011dd44f150c9500928d04166d95b7399baad48f24fb9d8	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/trusted-time/graceful-stop-v2/systemd/autoquant-trusted-time-graceful-stop-v2-supervisor-provision.service	3d5accb7fefee1a3aafa6eaba3f0fca970ce9a6bdb5cd3a030e3f8662f5646f9	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/trusted-time/graceful-stop-v2/systemd/autoquant-trusted-time-graceful-stop-v2-supervisor.service	716c0acf326ba0a07e9eac84041d3b80ddcdf83c4438715121ebfc366b9eafc6	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/trusted-time/graceful-stop-v2/systemd/run-autoquant-trusted\x2dtime-graceful\x2dstop\x2dv2-host\x2dsecrets.mount	0fd219ec43c6dd68eec70e1c3ff6066f18661e800d405731326aa0942ce08ecd	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/trusted-time/graceful-stop-v2/systemd/run-autoquant-trusted\x2dtime-graceful\x2dstop\x2dv2-recovery\x2dsecrets.mount	b58614a9fc175f24f0503f19d8e0ad73ca56cef09f5ac69e4b2ca60e66c1b6fd	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/trusted-time/graceful-stop-v2/systemd/run-autoquant-trusted\x2dtime-graceful\x2dstop\x2dv2-supervisor\x2dsecrets.mount	374194dc36000573bb98a897811b0c238375c46100767ce3ede5b00d044e9a6d	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/trusted-time/graceful-stop-v2/systemd/run-autoquant-trusted\x2dtime-graceful\x2dstop\x2dv2-transport.mount	34a419c7614574186f4b4419c1cf42a75015a0d85378d1d4e4c33f4b7ad4fd18	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
infra/trusted-time/source-authority.json	9b514dc25b0cd084aedf1841b305260f22b070b70e396defc9ecce2f9545506c	retire-personal-v1-prerequisite-after-replacement	W1-runtime+W5-operations	G-TIME+G-PROCESS+G-BUILD	lexical-or-native-seed
migrations/env.py	37881ff3d8e5a133a5d9542cc4f53957ac8903a85e7c1b2830d1cf7806bb9c79	preserve-historical-schema	orchestrator	G-DB	reverse-static-import-closure
migrations/versions/0034_phase6_trusted_time.py	f7bb19912beb1326e2d1145fe5ac781741f46c02a9783b458312077ad4b60897	preserve-historical-schema	orchestrator	G-DB	lexical-or-native-seed
migrations/versions/0035_phase6_trusted_time_uncertainty.py	2e06332674859670d0e1b3237a3551f7ad91dc78956c06aaff33524ac8909545	preserve-historical-schema	orchestrator	G-DB	lexical-or-native-seed
migrations/versions/0036_phase6_trusted_time_head_anchors.py	9928c457f2593c7b3b4d6f3520eec716bb63375edb1dba3226d44d88cddcdda4	preserve-historical-schema	orchestrator	G-DB	lexical-or-native-seed
